,region,genes
12841,chr10-21054784-21055774,"Ahi1 (+102732), Myb (+105626)"
12842,chr10-21056394-21057154,"Myb (+104131), Ahi1 (+104227)"
12843,chr10-21065570-21065665,"Myb (+95287), Ahi1 (+113071)"
12844,chr10-21067213-21068168,"Myb (+93214), Ahi1 (+115144)"
12845,chr10-21068413-21068716,"Myb (+92340), Ahi1 (+116018)"
12846,chr10-21074229-21074578,"Myb (+86501), Ahi1 (+121857)"
12847,chr10-21077131-21077719,"Myb (+83480), Ahi1 (+124878)"
12848,chr10-21083487-21084094,"Myb (+77114), Ahi1 (+131244)"
12849,chr10-21101109-21101397,"Myb (+59652), Ahi1 (+148706)"
12850,chr10-21144824-21145572,"Myb (+15707), Ahi1 (+192651)"
12851,chr10-21151880-21152068,"Myb (+8931), Ahi1 (+199427)"
12852,chr10-21158199-21158620,"Myb (+2495), Ahi1 (+205863)"
12853,chr10-21159026-21159409,"Myb (+1687), Ahi1 (+206671)"
12854,chr10-21159695-21160076,"Myb (+1019), Ahi1 (+207339)"
12855,chr10-21160564-21161754,Myb (-254)
12856,chr10-21176477-21176714,"Hbs1l (-119437), Myb (-15691)"
12857,chr10-21178909-21179065,"Hbs1l (-117046), Myb (-18082)"
12858,chr10-21186709-21187153,"Hbs1l (-109102), Myb (-26026)"
12859,chr10-21188831-21189439,"Hbs1l (-106898), Myb (-28230)"
12860,chr10-21196641-21197064,"Hbs1l (-99180), Myb (-35948)"
12861,chr10-21228524-21228973,"Myb (-67844), Hbs1l (-67284)"
12862,chr10-21239512-21239655,"Myb (-78679), Hbs1l (-56449)"
12863,chr10-21256810-21256939,"Myb (-95970), Hbs1l (-39158)"
12864,chr10-21257207-21257465,"Myb (-96431), Hbs1l (-38697)"
12865,chr10-21287746-21287999,"Myb (-126968), Hbs1l (-8160)"
12899,chr10-21599709-21600114,"Sgk1 (-282272), 1700020N01Rik (+6767)"
12900,chr10-21601059-21601257,"Sgk1 (-281026), 1700020N01Rik (+8013)"
12901,chr10-21605674-21605766,"Sgk1 (-276464), 1700020N01Rik (+12575)"
12902,chr10-21618884-21619301,"Sgk1 (-263091), 1700020N01Rik (+25948)"
12903,chr10-21628560-21629120,"Sgk1 (-253344), 1700020N01Rik (+35695)"
12904,chr10-21636050-21637509,"Sgk1 (-245404), 1700020N01Rik (+43635)"
12905,chr10-21668723-21670074,"Sgk1 (-212785), 1700020N01Rik (+76254)"
12906,chr10-21678523-21679554,"Sgk1 (-203145), 1700020N01Rik (+85894)"
12907,chr10-21684523-21684978,"Sgk1 (-197433), 1700020N01Rik (+91606)"
12908,chr10-21685242-21685827,"Sgk1 (-196649), 1700020N01Rik (+92390)"
12909,chr10-21686037-21686504,"Sgk1 (-195913), 1700020N01Rik (+93126)"
12910,chr10-21694889-21695660,"Sgk1 (-186909), 1700020N01Rik (+102130)"
12911,chr10-21701177-21702280,"Sgk1 (-180455), 1700020N01Rik (+108584)"
12912,chr10-21746179-21746412,"Sgk1 (-135888), 1700020N01Rik (+153151)"
12913,chr10-21746679-21747377,"Sgk1 (-135156), 1700020N01Rik (+153883)"
12914,chr10-21780564-21780652,"Sgk1 (-101576), 1700020N01Rik (+187463)"
12915,chr10-21783301-21784091,"Sgk1 (-98488), 1700020N01Rik (+190551)"
12916,chr10-21790209-21790706,"Sgk1 (-91726), 1700020N01Rik (+197313)"
12917,chr10-21791008-21791414,"Sgk1 (-90973), 1700020N01Rik (+198066)"
12918,chr10-21816916-21817301,"Sgk1 (-65075), 1700020N01Rik (+223964)"
12919,chr10-21821304-21821654,"Sgk1 (-60705), 1700020N01Rik (+228334)"
12920,chr10-21826926-21827131,"Sgk1 (-55155), 1700020N01Rik (+233884)"
12921,chr10-21827602-21827724,"Sgk1 (-54521), 1700020N01Rik (+234518)"
12922,chr10-21828987-21829685,"Sgk1 (-52848), 1700020N01Rik (+236191)"
12923,chr10-21830067-21830331,"Sgk1 (-51985), 1700020N01Rik (+237054)"
12924,chr10-21839073-21839796,"Sgk1 (-42749), 1700020N01Rik (+246290)"
12925,chr10-21857737-21857999,"Sgk1 (-24316), 1700020N01Rik (+264723)"
12926,chr10-21858598-21858847,"Sgk1 (-23461), 1700020N01Rik (+265578)"
12927,chr10-21882075-21882600,Sgk1 (+154)
12928,chr10-21883541-21884034,"Sgk1 (+1604), 4930444G20Rik (+184291)"
12929,chr10-21889557-21889680,"Sgk1 (+7435), 4930444G20Rik (+178460)"
12930,chr10-21890418-21890512,"Sgk1 (+8281), 4930444G20Rik (+177614)"
12931,chr10-21891642-21892031,"Sgk1 (+9653), 4930444G20Rik (+176242)"
12932,chr10-21906990-21907461,"Sgk1 (+25042), 4930444G20Rik (+160853)"
12933,chr10-21921580-21922189,"Sgk1 (+39701), 4930444G20Rik (+146194)"
12934,chr10-21923461-21923840,"Sgk1 (+41467), 4930444G20Rik (+144428)"
12935,chr10-21936402-21937667,"Sgk1 (+54851), 4930444G20Rik (+131044)"
12936,chr10-21946663-21947192,"Sgk1 (+64744), 4930444G20Rik (+121151)"
12937,chr10-21952555-21952819,"Sgk1 (+70503), 4930444G20Rik (+115392)"
12938,chr10-21963137-21963692,"Sgk1 (+81231), 4930444G20Rik (+104664)"
12939,chr10-21976101-21976707,"4930444G20Rik (+91675), Sgk1 (+94220)"
12940,chr10-21991373-21991927,"4930444G20Rik (+76429), Sgk1 (+109466)"
12941,chr10-21993030-21993650,"4930444G20Rik (+74739), Sgk1 (+111156)"
12942,chr10-21993877-21994859,"4930444G20Rik (+73711), Sgk1 (+112184)"
12943,chr10-22000148-22001057,"4930444G20Rik (+67476), Sgk1 (+118419)"
12944,chr10-22007667-22008022,"4930444G20Rik (+60234), Sgk1 (+125661)"
12945,chr10-22010055-22010547,"4930444G20Rik (+57778), Sgk1 (+128117)"
12946,chr10-22034280-22034799,"4930444G20Rik (+33539), Sgk1 (+152356)"
12947,chr10-22036221-22036690,"4930444G20Rik (+31623), Sgk1 (+154272)"
12948,chr10-22058231-22059237,"4930444G20Rik (+9345), Sgk1 (+176550)"
12949,chr10-22065616-22065819,"4930444G20Rik (+2361), Sgk1 (+183534)"
13136,chr10-24886058-24886322,"Med23 (+16204), Arg1 (+41294)"
13137,chr10-24896062-24896180,"Med23 (+26135), Arg1 (+31363)"
13138,chr10-24911258-24911742,"Arg1 (+15984), Med23 (+41514)"
13139,chr10-24927431-24927724,Arg1 (-94)
13140,chr10-24928127-24928513,Arg1 (-836)
13141,chr10-24930064-24930425,Arg1 (-2761)
13142,chr10-24953972-24954175,"Arg1 (-26590), Akap7 (+345090)"
13143,chr10-24958987-24959342,"Arg1 (-31681), Akap7 (+339999)"
13144,chr10-24961212-24961394,"Arg1 (-33819), Akap7 (+337861)"
13145,chr10-24972913-24973791,"Arg1 (-45868), Akap7 (+325812)"
13146,chr10-24976307-24976407,"Arg1 (-48873), Akap7 (+322807)"
13147,chr10-25037020-25037246,"Arg1 (-109649), Akap7 (+262031)"
13148,chr10-25038791-25038961,"Arg1 (-111392), Akap7 (+260288)"
13149,chr10-25041573-25041717,"Arg1 (-114161), Akap7 (+257519)"
13150,chr10-25051994-25052344,"Arg1 (-124685), Akap7 (+246995)"
13151,chr10-25061383-25062167,"Arg1 (-134291), Akap7 (+237389)"
13152,chr10-25068315-25068997,"Arg1 (-141172), Akap7 (+230508)"
13153,chr10-25072722-25072910,"Arg1 (-145332), Akap7 (+226348)"
13154,chr10-25098103-25098481,"Arg1 (-170808), Akap7 (+200872)"
13155,chr10-25111411-25112320,"Arg1 (-184382), Akap7 (+187298)"
13156,chr10-25118690-25119543,"Arg1 (-191633), Akap7 (+180047)"
13157,chr10-25122398-25122589,"Arg1 (-195010), Akap7 (+176670)"
13158,chr10-25128497-25129003,"Arg1 (-201266), Akap7 (+170414)"
13159,chr10-25129466-25129976,"Arg1 (-202237), Akap7 (+169443)"
13160,chr10-25131069-25131157,"Arg1 (-203629), Akap7 (+168051)"
13161,chr10-25152563-25153501,"Arg1 (-225548), Akap7 (+146132)"
13162,chr10-25154371-25154829,"Arg1 (-227116), Akap7 (+144564)"
13163,chr10-25167232-25167653,"Arg1 (-239959), Akap7 (+131721)"
13164,chr10-25177592-25177941,"Arg1 (-250283), Akap7 (+121397)"
13165,chr10-25196233-25196543,"Arg1 (-268904), Akap7 (+102776)"
13166,chr10-25198649-25198831,"Arg1 (-271256), Akap7 (+100424)"
13167,chr10-25199883-25200435,"Arg1 (-272675), Akap7 (+99005)"
13168,chr10-25207976-25208175,"Arg1 (-280592), Akap7 (+91088)"
13169,chr10-25213769-25214264,"Arg1 (-286533), Akap7 (+85147)"
13170,chr10-25219256-25219554,"Arg1 (-291921), Akap7 (+79759)"
13171,chr10-25224262-25224751,"Arg1 (-297023), Akap7 (+74657)"
13172,chr10-25228174-25228380,"Arg1 (-300793), Akap7 (+70887)"
13173,chr10-25239128-25239619,"Arg1 (-311890), Akap7 (+59790)"
13174,chr10-25246300-25246487,"Arg1 (-318910), Akap7 (+52770)"
13175,chr10-25250132-25250640,"Arg1 (-322902), Akap7 (+48778)"
13176,chr10-25257318-25257792,"Arg1 (-330071), Akap7 (+41609)"
13177,chr10-25268578-25269232,"Arg1 (-341421), Akap7 (+30259)"
13178,chr10-25271913-25272335,"Arg1 (-344640), Akap7 (+27040)"
13179,chr10-25275032-25275332,"Arg1 (-347698), Akap7 (+23982)"
13180,chr10-25284871-25285303,"Arg1 (-357603), Akap7 (+14077)"
13181,chr10-25291150-25291552,"Arg1 (-363867), Akap7 (+7813)"
13182,chr10-25296402-25297384,"Arg1 (-369409), Akap7 (+2271)"
13183,chr10-25297837-25298086,"Arg1 (-370478), Akap7 (+1202)"
13372,chr10-29381636-29382101,"Rnf146 (-19427), Rspo3 (+153998)"
13373,chr10-29430819-29431067,"Rnf146 (-68501), Rspo3 (+104924)"
13374,chr10-29459749-29460311,"Rnf146 (-97588), Rspo3 (+75837)"
13375,chr10-29468420-29468561,"Rnf146 (-106049), Rspo3 (+67376)"
13376,chr10-29470529-29470773,"Rnf146 (-108209), Rspo3 (+65216)"
13377,chr10-29508047-29508826,"Rnf146 (-145995), Rspo3 (+27430)"
13378,chr10-29511460-29511858,"Rnf146 (-149217), Rspo3 (+24208)"
13379,chr10-29521411-29521969,"Rnf146 (-159248), Rspo3 (+14177)"
13380,chr10-29526204-29527016,"Rnf146 (-164168), Rspo3 (+9257)"
13381,chr10-29530223-29530361,"Rnf146 (-167850), Rspo3 (+5575)"
13382,chr10-29532915-29534563,"Rnf146 (-171297), Rspo3 (+2128)"
13383,chr10-29535452-29536058,Rspo3 (+112)
13384,chr10-29539636-29539878,Rspo3 (-3890)
13385,chr10-29540981-29541593,"Rspo3 (-5420), Cenpw (+659273)"
13386,chr10-29693363-29694008,"Rspo3 (-157819), Cenpw (+506874)"
13387,chr10-29708565-29708914,"Rspo3 (-172873), Cenpw (+491820)"
13388,chr10-29739013-29739331,"Rspo3 (-203305), Cenpw (+461388)"
13389,chr10-29777961-29778747,"Rspo3 (-242487), Cenpw (+422206)"
13390,chr10-29804093-29804695,"Rspo3 (-268527), Cenpw (+396166)"
13391,chr10-29829713-29830172,"Rspo3 (-294076), Cenpw (+370617)"
13392,chr10-29851156-29851514,"Rspo3 (-315468), Cenpw (+349225)"
13393,chr10-29855894-29856222,"Rspo3 (-320191), Cenpw (+344502)"
13394,chr10-29861271-29861597,"Rspo3 (-325567), Cenpw (+339126)"
13395,chr10-29889560-29889846,"Rspo3 (-353836), Cenpw (+310857)"
13396,chr10-30025623-30025773,"Rspo3 (-489831), Cenpw (+174862)"
13397,chr10-30089400-30089668,"Rspo3 (-553667), Cenpw (+111026)"
13429,chr10-30778228-30778643,"Ncoa7 (-6495), Hey2 (+64365)"
13430,chr10-30784999-30785251,"Ncoa7 (-13184), Hey2 (+57676)"
13431,chr10-30793651-30793978,"Ncoa7 (-21874), Hey2 (+48986)"
13432,chr10-30802146-30802235,"Ncoa7 (-30250), Hey2 (+40610)"
13433,chr10-30802527-30803838,"Ncoa7 (-31242), Hey2 (+39618)"
13434,chr10-30810340-30810443,"Ncoa7 (-38451), Hey2 (+32409)"
13435,chr10-30810671-30811255,"Ncoa7 (-39022), Hey2 (+31838)"
13436,chr10-30825115-30825367,"Ncoa7 (-53300), Hey2 (+17560)"
13437,chr10-30826187-30826802,"Ncoa7 (-54554), Hey2 (+16306)"
13438,chr10-30842044-30843540,Hey2 (+9)
13439,chr10-30843884-30844782,Hey2 (-1532)
13440,chr10-30883124-30883634,"Hddc2 (-430004), Hey2 (-40578)"
13441,chr10-30980123-30980844,"Hddc2 (-332899), Hey2 (-137683)"
13442,chr10-30997786-30998942,"Hddc2 (-315019), Hey2 (-155563)"
13443,chr10-31062490-31063390,"Hddc2 (-250443), Hey2 (-220139)"
13444,chr10-31068601-31069641,"Hddc2 (-244262), Hey2 (-226320)"
13445,chr10-31074152-31074689,"Hddc2 (-238962), Hey2 (-231620)"
13446,chr10-31076882-31077279,"Hddc2 (-236302), Hey2 (-234280)"
13447,chr10-31104723-31104933,"Hey2 (-262027), Hddc2 (-208555)"
13448,chr10-31127986-31128247,"Hey2 (-285316), Hddc2 (-185266)"
13449,chr10-31128461-31128772,"Hey2 (-285816), Hddc2 (-184766)"
13450,chr10-31135313-31135615,"Hey2 (-292663), Hddc2 (-177919)"
13451,chr10-31161939-31162213,"Hey2 (-319275), Hddc2 (-151307)"
13452,chr10-31188309-31188713,"Hey2 (-345710), Hddc2 (-124872)"
13453,chr10-31189707-31189976,"Hey2 (-347041), Hddc2 (-123541)"
13454,chr10-31195300-31195772,"Hey2 (-352735), Hddc2 (-117847)"
13455,chr10-31196344-31196615,"Hey2 (-353679), Hddc2 (-116903)"
13456,chr10-31219380-31219511,"Hey2 (-376645), Hddc2 (-93937)"
13457,chr10-31252654-31253421,"Hey2 (-410237), Hddc2 (-60345)"
13458,chr10-31260884-31261666,"Hey2 (-418474), Hddc2 (-52108)"
13459,chr10-31299102-31299460,"Hey2 (-456480), Hddc2 (-14102)"
14219,chr10-43549487-43549648,"Cd24a (-29601), 1700021F05Rik (-8600)"
14221,chr10-43575067-43575214,Cd24a (-4028)
14222,chr10-43577718-43578003,Cd24a (-1308)
14223,chr10-43578306-43580229,Cd24a (+99)
14224,chr10-43580757-43581082,"Cd24a (+1751), Qrsl1 (+320825)"
14225,chr10-43602211-43602555,"Cd24a (+23214), Qrsl1 (+299362)"
14226,chr10-43607798-43608006,"Cd24a (+28733), Qrsl1 (+293843)"
14227,chr10-43611172-43611306,"Cd24a (+32070), Qrsl1 (+290506)"
14228,chr10-43618976-43619468,"Cd24a (+40053), Qrsl1 (+282523)"
14229,chr10-43640423-43640528,"Cd24a (+61307), Qrsl1 (+261269)"
14230,chr10-43641144-43641611,"Cd24a (+62209), Qrsl1 (+260367)"
14231,chr10-43655840-43656046,"Cd24a (+76774), Qrsl1 (+245802)"
14232,chr10-43657582-43658076,"Cd24a (+78660), Qrsl1 (+243916)"
14233,chr10-43664955-43665245,"Cd24a (+85931), Qrsl1 (+236645)"
14234,chr10-43668081-43668175,"Cd24a (+88959), Qrsl1 (+233617)"
14235,chr10-43676251-43676612,"Cd24a (+97263), Qrsl1 (+225313)"
14236,chr10-43688380-43690107,"Cd24a (+110075), Qrsl1 (+212501)"
14237,chr10-43693982-43694757,"Cd24a (+115201), Qrsl1 (+207375)"
14238,chr10-43705800-43706363,"Cd24a (+126913), Qrsl1 (+195663)"
14239,chr10-43718868-43719111,"Cd24a (+139821), Qrsl1 (+182755)"
14241,chr10-43722680-43723829,"Cd24a (+144086), Qrsl1 (+178490)"
14242,chr10-43731625-43732067,"Cd24a (+152677), Qrsl1 (+169899)"
14243,chr10-43740204-43740774,"Qrsl1 (+161256), Cd24a (+161320)"
14244,chr10-43741498-43741630,"Qrsl1 (+160181), Cd24a (+162395)"
14245,chr10-43742485-43743058,"Qrsl1 (+158973), Cd24a (+163603)"
14246,chr10-43750746-43751237,"Qrsl1 (+150753), Cd24a (+171823)"
14247,chr10-43751981-43752354,"Qrsl1 (+149577), Cd24a (+172999)"
14248,chr10-43756998-43757479,"Qrsl1 (+144506), Cd24a (+178070)"
14249,chr10-43757935-43758407,"Qrsl1 (+143574), Cd24a (+179002)"
14250,chr10-43758885-43759128,"Qrsl1 (+142738), Cd24a (+179838)"
14251,chr10-43765105-43766406,"Qrsl1 (+135989), Cd24a (+186587)"
14252,chr10-43830406-43830746,"Qrsl1 (+71169), Cd24a (+251407)"
14253,chr10-43832865-43833217,"Qrsl1 (+68704), Cd24a (+253872)"
14254,chr10-43856490-43856680,"Qrsl1 (+45160), Cd24a (+277416)"
14256,chr10-43870869-43870986,"Qrsl1 (+30817), Cd24a (+291759)"
14257,chr10-43874535-43874683,"Qrsl1 (+27136), Cd24a (+295440)"
14286,chr10-44272774-44272922,"Atg5 (+4490), Prdm1 (+185839)"
14287,chr10-44292121-44292562,"Atg5 (+23984), Prdm1 (+166345)"
14288,chr10-44308277-44308844,"Atg5 (+40203), Prdm1 (+150126)"
14290,chr10-44321940-44322625,"Atg5 (+53925), Prdm1 (+136404)"
14291,chr10-44328489-44328602,"Atg5 (+60188), Prdm1 (+130141)"
14292,chr10-44331589-44331821,"Atg5 (+63347), Prdm1 (+126982)"
14294,chr10-44348670-44348871,"Atg5 (+80413), Prdm1 (+109916)"
14295,chr10-44355250-44355515,"Atg5 (+87025), Prdm1 (+103304)"
14296,chr10-44357277-44357703,"Atg5 (+89132), Prdm1 (+101197)"
14297,chr10-44374688-44375114,"Prdm1 (+83786), Atg5 (+106543)"
14298,chr10-44380427-44381029,"Prdm1 (+77959), Atg5 (+112370)"
14299,chr10-44381413-44381835,"Prdm1 (+77063), Atg5 (+113266)"
14300,chr10-44403493-44403759,"Prdm1 (+55061), Atg5 (+135268)"
14301,chr10-44408677-44409609,"Prdm1 (+49544), Atg5 (+140785)"
14302,chr10-44417440-44417623,"Prdm1 (+41155), Atg5 (+149174)"
14303,chr10-44443316-44443681,"Prdm1 (+15188), Atg5 (+175141)"
14304,chr10-44448076-44448656,"Prdm1 (+10321), Atg5 (+180008)"
14305,chr10-44456870-44457569,"Prdm1 (+1467), Atg5 (+188862)"
14306,chr10-44458523-44459928,Prdm1 (-539)
14307,chr10-44460251-44460586,Prdm1 (-1732)
14308,chr10-44465712-44466070,"Prep (-601312), Prdm1 (-7204)"
14309,chr10-44474275-44474635,"Prep (-592748), Prdm1 (-15768)"
14310,chr10-44478066-44478676,"Prep (-588832), Prdm1 (-19684)"
14311,chr10-44483272-44483381,"Prep (-583876), Prdm1 (-24640)"
14312,chr10-44499477-44499656,"Prep (-567636), Prdm1 (-40880)"
14313,chr10-44502748-44503342,"Prep (-564158), Prdm1 (-44358)"
14314,chr10-44508073-44508412,"Prep (-558960), Prdm1 (-49556)"
14315,chr10-44518807-44519043,"Prep (-548278), Prdm1 (-60238)"
14316,chr10-44526919-44527466,"Prep (-540010), Prdm1 (-68506)"
14317,chr10-44529231-44530171,"Prep (-537502), Prdm1 (-71014)"
14318,chr10-44536192-44536584,"Prep (-530815), Prdm1 (-77701)"
14319,chr10-44539070-44539587,"Prep (-527874), Prdm1 (-80642)"
14320,chr10-44553590-44553984,"Prep (-513416), Prdm1 (-95100)"
14321,chr10-44555237-44555595,"Prep (-511787), Prdm1 (-96729)"
14323,chr10-44599439-44599568,"Prep (-467699), Prdm1 (-140817)"
14324,chr10-44601770-44602020,"Prep (-465308), Prdm1 (-143208)"
14325,chr10-44604838-44605533,"Prep (-462017), Prdm1 (-146499)"
14326,chr10-44630252-44631094,"Prep (-436530), Prdm1 (-171986)"
14327,chr10-44631644-44632458,"Prep (-435152), Prdm1 (-173364)"
14328,chr10-44632683-44633086,"Prep (-434318), Prdm1 (-174198)"
14329,chr10-44636910-44637038,"Prep (-430229), Prdm1 (-178287)"
14330,chr10-44676509-44676881,"Prep (-390508), Prdm1 (-218008)"
14331,chr10-44680863-44681025,"Prep (-386259), Prdm1 (-222257)"
14332,chr10-44685268-44685471,"Prep (-381833), Prdm1 (-226683)"
14333,chr10-44686631-44686935,"Prep (-380420), Prdm1 (-228096)"
14334,chr10-44691668-44691958,"Prep (-375390), Prdm1 (-233126)"
14335,chr10-44696339-44696560,"Prep (-370753), Prdm1 (-237763)"
14336,chr10-44723924-44724041,"Prep (-343220), Prdm1 (-265296)"
14337,chr10-44733033-44733632,"Prep (-333870), Prdm1 (-274646)"
14338,chr10-44752855-44753098,"Prep (-314226), Prdm1 (-294290)"
14339,chr10-44755484-44755685,"Prep (-311618), Prdm1 (-296898)"
14340,chr10-44761474-44761624,"Prep (-305654), Prdm1 (-302862)"
14341,chr10-44773776-44774004,"Prdm1 (-315203), Prep (-293313)"
14342,chr10-44777426-44778041,"Prdm1 (-319047), Prep (-289469)"
14343,chr10-44838194-44838595,"Prdm1 (-379708), Prep (-228808)"
14344,chr10-44845696-44846356,"Prdm1 (-387339), Prep (-221177)"
14345,chr10-44861315-44862492,"Prdm1 (-403217), Prep (-205299)"
14346,chr10-44881914-44882779,"Prdm1 (-423660), Prep (-184856)"
14347,chr10-44887277-44887747,"Prdm1 (-428825), Prep (-179691)"
14348,chr10-44901631-44901943,"Prdm1 (-443100), Prep (-165416)"
14350,chr10-44972012-44972437,"Prdm1 (-513538), Prep (-94978)"
14351,chr10-44978717-44980417,"Prdm1 (-520880), Prep (-87636)"
14352,chr10-44988663-44989081,"Prdm1 (-530185), Prep (-78331)"
14353,chr10-44989581-44989958,"Prdm1 (-531083), Prep (-77433)"
14354,chr10-44994107-44994248,"Prdm1 (-535491), Prep (-73025)"
14355,chr10-44997295-44998076,"Prdm1 (-538999), Prep (-69517)"
14356,chr10-45000144-45000703,"Prdm1 (-541737), Prep (-66779)"
14357,chr10-45000912-45001080,"Prdm1 (-542309), Prep (-66207)"
14358,chr10-45019418-45019919,"Prdm1 (-560982), Prep (-47534)"
14359,chr10-45024210-45024377,"Prdm1 (-565607), Prep (-42909)"
14360,chr10-45029354-45029710,"Prdm1 (-570845), Prep (-37671)"
14361,chr10-45045215-45045729,"Prdm1 (-586785), Prep (-21731)"
14362,chr10-45048330-45049076,"Prdm1 (-590016), Prep (-18500)"
14363,chr10-45050872-45051522,"Prdm1 (-592510), Prep (-16006)"
14733,chr10-56339006-56339425,"Tbc1d32 (-110527), Gja1 (-39872)"
14735,chr10-56369112-56369469,"Tbc1d32 (-140602), Gja1 (-9797)"
14736,chr10-56373160-56373321,"Tbc1d32 (-144552), Gja1 (-5847)"
14737,chr10-56377133-56378074,Gja1 (-1484)
14738,chr10-56378611-56379284,Gja1 (-140)
14739,chr10-56381787-56382043,Gja1 (+2827)
14741,chr10-56424358-56424561,Gja1 (+45372)
14742,chr10-56426427-56426724,Gja1 (+47488)
14743,chr10-56431628-56432367,Gja1 (+52910)
14744,chr10-56466005-56466424,Gja1 (+87127)
14745,chr10-56468664-56469773,Gja1 (+90131)
14746,chr10-56482169-56482446,Gja1 (+103220)
14747,chr10-56486532-56487157,"Hsf2 (-999551), Gja1 (+107757)"
14748,chr10-56517248-56517641,"Hsf2 (-968951), Gja1 (+138357)"
14749,chr10-56536766-56537528,"Hsf2 (-949249), Gja1 (+158059)"
14750,chr10-56582035-56582471,"Hsf2 (-904143), Gja1 (+203165)"
14751,chr10-56597481-56597712,"Hsf2 (-888799), Gja1 (+218509)"
14752,chr10-56598224-56598813,"Hsf2 (-887877), Gja1 (+219431)"
14753,chr10-56599851-56600264,"Hsf2 (-886338), Gja1 (+220970)"
14754,chr10-56608860-56609137,"Hsf2 (-877397), Gja1 (+229911)"
14755,chr10-56629390-56629808,"Hsf2 (-856797), Gja1 (+250511)"
14756,chr10-56674180-56674484,"Hsf2 (-812064), Gja1 (+295244)"
14757,chr10-56682936-56683737,"Hsf2 (-803059), Gja1 (+304249)"
14758,chr10-56685636-56686461,"Hsf2 (-800347), Gja1 (+306961)"
14759,chr10-56691209-56691877,"Hsf2 (-794853), Gja1 (+312455)"
14760,chr10-56712965-56713251,"Hsf2 (-773288), Gja1 (+334020)"
14761,chr10-56718606-56718762,"Hsf2 (-767712), Gja1 (+339596)"
14762,chr10-56751368-56751594,"Hsf2 (-734915), Gja1 (+372393)"
14763,chr10-56752211-56752482,"Hsf2 (-734049), Gja1 (+373259)"
14764,chr10-56753038-56753785,"Hsf2 (-732984), Gja1 (+374324)"
14765,chr10-56754591-56755168,"Hsf2 (-731516), Gja1 (+375792)"
14767,chr10-56776884-56777043,"Hsf2 (-709432), Gja1 (+397876)"
14768,chr10-56777259-56777677,"Hsf2 (-708928), Gja1 (+398380)"
14769,chr10-56790371-56790638,"Hsf2 (-695891), Gja1 (+411417)"
14771,chr10-56837814-56838136,"Hsf2 (-648421), Gja1 (+458887)"
14772,chr10-56840869-56841036,"Hsf2 (-645443), Gja1 (+461865)"
14773,chr10-56843348-56843646,"Hsf2 (-642899), Gja1 (+464409)"
14774,chr10-56849765-56850067,"Hsf2 (-636480), Gja1 (+470828)"
14775,chr10-56882667-56882861,"Hsf2 (-603632), Gja1 (+503676)"
14776,chr10-56884572-56885581,"Hsf2 (-601319), Gja1 (+505989)"
14777,chr10-56912809-56913040,"Hsf2 (-573471), Gja1 (+533837)"
14778,chr10-56914190-56914782,"Hsf2 (-571910), Gja1 (+535398)"
14779,chr10-56920924-56921738,"Hsf2 (-565065), Gja1 (+542243)"
14780,chr10-56941926-56942216,"Hsf2 (-544325), Gja1 (+562983)"
14781,chr10-56944695-56945003,"Hsf2 (-541547), Gja1 (+565761)"
14782,chr10-56949196-56949719,"Hsf2 (-536938), Gja1 (+570370)"
14784,chr10-57001077-57001792,"Hsf2 (-484961), Gja1 (+622347)"
14786,chr10-57040150-57040940,"Hsf2 (-445851), Gja1 (+661457)"
14788,chr10-57110223-57110371,"Hsf2 (-376099), Gja1 (+731209)"
14789,chr10-57122500-57122878,"Hsf2 (-363707), Gja1 (+743601)"
14790,chr10-57124645-57125090,"Hsf2 (-361528), Gja1 (+745780)"
14791,chr10-57183694-57183839,"Hsf2 (-302629), Gja1 (+804679)"
14792,chr10-57193454-57193767,"Hsf2 (-292785), Gja1 (+814523)"
14915,chr10-59410283-59410699,"Pla2g12b (+6831), Oit3 (+31287)"
14916,chr10-59423850-59424326,"Oit3 (+17690), Pla2g12b (+20428)"
